"(PDH-CSV 4.0) (Hora de verano romance)(-120)","\\DESKTOP-OC6VVU5\Disco físico(_Total)\% de tiempo de disco","\\DESKTOP-OC6VVU5\Disco físico(_Total)\Longitud promedio de la cola de disco","\\DESKTOP-OC6VVU5\Disco físico(_Total)\Promedio de bytes de disco/transferencia","\\DESKTOP-OC6VVU5\Disco físico(_Total)\Promedio de segundos de disco/transferencia","\\DESKTOP-OC6VVU5\Disco físico(_Total)\Transferencias de disco/s","\\DESKTOP-OC6VVU5\Interfaz de red(Intel[R] Ethernet Connection [7] I219-V)\Ancho de banda actual","\\DESKTOP-OC6VVU5\Interfaz de red(Intel[R] Ethernet Connection [7] I219-V)\Total de bytes/s","\\DESKTOP-OC6VVU5\Memoria\Bytes de caché","\\DESKTOP-OC6VVU5\Memoria\Bytes disponibles","\\DESKTOP-OC6VVU5\Memoria\Entrada de páginas/s","\\DESKTOP-OC6VVU5\Memoria\Páginas/s","\\DESKTOP-OC6VVU5\Procesador(_Total)\% de tiempo de procesador","\\DESKTOP-OC6VVU5\Sistema\Cambios de contexto/s","\\DESKTOP-OC6VVU5\Sistema\Llamadas al sistema/s"
"09/19/2022 22:44:32.813"," "," "," "," "," ","1000000000"," ","657743872","26370465792"," "," "," "," "," "
"09/19/2022 22:44:33.823","0.0033962159600104506463","0.00017017433635980216728","4096","8.5699999999999996016e-005","1.9862756299075905453","1000000000","339.65313271419796592","656179200","26363125760","0","0","6.1447331737890964476","10496.473566246662813","104861.44932971142407"
"09/19/2022 22:44:34.821","0.0044059572948583775737","0.0002199461953114201652","4096","0.00010979999999999999905","2.0027130754032489435","1000000000","171.23196794697778955","652574720","26364743680","0","0","8.1888192014230369864","7894.6949432396068005","62100.127042103944405"
"09/19/2022 22:44:35.822","0.13013282840130746543","0.0065089055452125371692","12451.555555555554747","9.0452777777777777887e-005","71.951404021723732285","1000000000","113.92305636772923094","651591680","26366488576","0.99932505585727404718","0.99932505585727404718","8.9058750253356180338","11278.382580405193949","68014.063301646063337"
"09/19/2022 22:44:36.826","1.0689267068683461215","0.053416896516233478009","7948.2447163515016655","5.9635817575083426717e-005","896.05198895633361644","1000000000","257.15396346021589125","660619264","26352984064","157.48188459966709729","157.48188459966709729","19.824987194415822245","73591.882705897602136","135518.14530195656698"
"09/19/2022 22:44:37.818","2.6277456439958686296","0.13138738300638730383","7864.7373784159335628","6.0368735525706349466e-005","2176.1800711900168608","1000000000","6224.137072532817001","683712512","26328289280","85.676380755512468568","85.676380755512468568","51.434316540366090464","175800.87760836700909","292133.27535562246339"
"09/19/2022 22:44:38.810","5.4622368019683866791","0.27311173929198806487","7854.8866125044150976","9.5700070646414698065e-005","2853.9575196840905846","1000000000","114.92446387989627965","672972800","26341310464","146.17585318056981691","146.17585318056981691","55.897186311051136443","188887.42937060003169","292090.60604407917708"
"09/19/2022 22:44:39.817","4.8575166818792325785","0.24287563558287419974","8162.64857530529207","8.3004511533242881388e-005","2926.2062014528196414","1000000000","0","661131264","26350501888","124.07590745644587571","124.07590745644587571","61.745265808331197377","196597.77906110868207","299287.96310836152406"
"09/19/2022 22:44:40.809","4.8952207755606966799","0.24478611548806991638","8310.0289037715901941","8.5593197039125838406e-005","2859.296796418471331","1000000000","409.19087040743715988","647811072","26363318272","183.43039018264425977","183.43039018264425977","55.109640591842556034","195120.55004928432754","300237.25007609336171"
"09/19/2022 22:44:41.817","14.035575512745273485","0.70170902097546716814","8320.5337781484577135","0.00029481751459549621281","2380.7063112842006376","1000000000","543.05519277416919977","676835328","26338471936","157.85333757055374804","157.85333757055374804","53.732453611947505578","188248.54375332148629","285410.7477870004368"
"09/19/2022 22:44:42.824","3.1144423055964876035","0.15572221453542720027","8076.765762323270792","5.9950363011081393184e-005","2597.4214165881830922","1000000000","0","667164672","26343968768","158.80299069702303427","158.80299069702303427","51.664595863939631215","178510.44184252360719","279812.85464553831844"
