Algorithm: MVA
Ni for Peticion 	Class 	Throughput (Inyector) 	Residence time (Inyector) 	Utilization (Inyector)	Throughput (Red) 	Residence time (Red) 	Utilization (Red)	Throughput (CPU) 	Residence time (CPU) 	Utilization (CPU)	Throughput (Disco) 	Residence time (Disco) 	Utilization (Disco)
5.0	 Peticion	 3.970667334149353	 1.2	 4.7648008009792235	 7.941334668298706	 2.494277633743103E-5	 9.903161984755216E-5	 87.35468222483257	 0.05267775101744919	 0.2069560833289154	 83.38401489068322	 0.006531480018249467	 0.02540977762566768
28.0	 Peticion	 22.143459004207326	 1.2	 26.57215080504879	 44.28691800841465	 2.4954092107554424E-5	 5.52275582332134E-4	 487.15610296412217	 0.05705108247972478	 1.154144419869141	 465.01264395991484	 0.0074057227901495595	 0.14170423301919277
52.0	 Peticion	 40.80416836795901	 1.2	 48.96500204155081	 81.60833673591802	 2.4965729461483617E-5	 0.001017688602431592	 897.6917130720152	 0.06577006359648735	 2.126763628949426	 856.8875447040563	 0.008584576480020284	 0.2611210552727565
75.0	 Peticion	 57.864642205327826	 1.2	 69.43757064639338	 115.72928441065565	 2.49764049458251E-5	 0.0014431904683146401	 1273.0221412474334	 0.08605405442924374	 3.0159765868699333	 1215.1574990421057	 0.010049263433470446	 0.3702973749980989
99.0	 Peticion	 72.18762875562481	 1.2	 86.62515450674978	 144.37525751124963	 2.4985512533435623E-5	 0.001800417211268287	 1588.1278485050243	 0.15962314787075021	 3.7625083279021325	 1515.9402197493994	 0.011777991931657815	 0.461955495044674
122.0	 Peticion	 76.62998243442878	 1.2	 91.95597892131454	 153.25996486885757	 2.4988539302960666E-5	 0.001911213065900601	 1685.8596304160294	 0.3794956987154146	 3.994049285821245	 1609.2296479816007	 0.012545448273810218	 0.4903837690887291
146.0	 Peticion	 76.74411149708656	 1.2	 92.09293379650387	 153.48822299417313	 2.4988629711815704E-5	 0.0019140595360265364	 1688.370469819609	 0.6898258537373231	 3.999997833461717	 1611.6263583225225	 0.012575248076954279	 0.49111412342433886
169.0	 Peticion	 76.74415306375842	 1.2	 92.0929836765101	 153.48830612751684	 2.4988629750972668E-5	 0.0019140605727325857	 1688.371384286399	 0.9895219036137739	 3.999999999967969	 1611.6272312226404	 0.012575266295330727	 0.4911143894249377
192.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 1.289219002092625	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
216.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 1.6019464092198992	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
239.0	 Peticion	 76.74415306437298	 1.2	 92.09298367724757	 153.48830612874596	 2.498862975097333E-5	 0.0019140605727479133	 1688.3713842999193	 1.9016435077168699	 4.000000000000001	 1611.6272312355463	 0.012575266295816328	 0.4911143894288705
263.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 2.214370914844144	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
286.0	 Peticion	 76.74415306437298	 1.2	 92.09298367724757	 153.48830612874596	 2.498862975097333E-5	 0.0019140605727479133	 1688.3713842999193	 2.5140680133411144	 4.000000000000001	 1611.6272312355463	 0.012575266295816328	 0.4911143894288705
309.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 2.8137651118380855	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
333.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 3.1264925189653594	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
356.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 3.42618961746233	 4.0	 1611.627231235546	 0.012575266295816328	 0.49111438942887037
380.0	 Peticion	 76.74415306437295	 1.2	 92.09298367724755	 153.4883061287459	 2.498862975097333E-5	 0.0019140605727479127	 1688.3713842999186	 3.738917024589605	 3.999999999999999	 1611.6272312355457	 0.012575266295816328	 0.4911143894288703
403.0	 Peticion	 76.74415306437297	 1.2	 92.09298367724756	 153.48830612874593	 2.498862975097333E-5	 0.001914060572747913	 1688.3713842999189	 4.038614123086576	 4.0	 1611.627231235546	 0.01257526629581633	 0.49111438942887037
427.0	 Peticion	 76.74415306437295	 1.2	 92.09298367724755	 153.4883061287459	 2.498862975097333E-5	 0.0019140605727479127	 1688.3713842999186	 4.35134153021385	 3.999999999999999	 1611.6272312355457	 0.012575266295816328	 0.4911143894288703
450.0	 Peticion	 76.74415306437295	 1.2	 92.09298367724755	 153.4883061287459	 2.498862975097333E-5	 0.0019140605727479127	 1688.3713842999186	 4.651038628710821	 3.999999999999999	 1611.6272312355457	 0.012575266295816328	 0.4911143894288703
