
HORA INICIO DE MEDICION:  Mon Oct 17 11:04:41 2022

HORA FIN DE MEDICION: Mon Oct 17 11:09:41 2022
 

Parametros del experimento: 
Nº Usuarios: 5; Tpo. Reflex (seg): 1.100000; IP servidor: 192.168.203.238; Transitorio (seg): 60; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;0.412911;60470.996094;60613.910156
0;1;0.196365;61057.750000;61208.742188
0;2;0.146429;61410.832031;61488.968750
0;3;0.263933;61648.863281;61753.617188
0;4;0.084542;62034.296875;62139.925781
0;5;0.351017;62247.371094;62300.460938
0;6;1.493910;62669.078125;62811.843750
0;7;1.124854;64330.835938;64404.207031
0;8;0.004070;65563.343750;65697.765625
0;9;0.425541;65746.843750;65872.195313
0;10;2.830004;66330.148438;66411.335938
0;11;1.079058;69257.765625;69361.367188
0;12;4.015841;70447.296875;70553.500000
0;13;0.139319;74584.164063;74687.617188
0;14;3.404890;74834.164063;74947.484375
0;15;0.999709;78365.976563;78516.460938
0;16;1.996646;79559.054688;79648.671875
0;17;0.343973;81651.132813;81753.281250
0;18;0.068348;82131.843750;82230.953125
0;19;0.397240;82303.671875;82398.539063
0;20;0.991906;82847.039063;82997.335938
0;21;0.858117;83991.398438;84092.882813
0;22;0.115050;84965.625000;85116.492188
0;23;0.166125;85270.796875;85421.750000
0;24;1.100210;85624.632813;85726.984375
0;25;0.862446;86847.156250;87018.843750
0;26;0.667791;87910.007813;88061.382813
0;27;2.184368;88756.070313;88816.546875
0;28;0.711525;91009.312500;91127.015625
0;29;1.970566;91898.437500;91998.351563
0;30;0.870046;93977.882813;94076.617188
0;31;0.602496;94976.937500;95077.601563
0;32;0.176087;95697.515625;95874.757813
0;33;0.278020;96060.453125;96197.492188
0;34;1.815507;96497.125000;96700.632813
0;35;0.567697;98566.906250;98711.757813
0;36;1.419707;99311.117188;99397.492188
0;37;0.706281;100821.312500;100976.179688
0;38;0.714735;101737.398438;101836.976563
0;39;0.038465;102558.929688;102696.437500
0;40;0.240334;102756.351563;102852.695313
0;41;0.119906;103112.343750;103216.171875
0;42;0.047892;103363.218750;103417.070313
0;43;0.285001;103509.031250;103617.226563
0;44;0.253528;103926.343750;104033.882813
0;45;0.838301;104290.437500;104439.820313
0;46;1.249340;105291.562500;105368.648438
0;47;1.101580;106660.023438;106802.515625
0;48;1.656989;107926.804688;108087.414063
0;49;0.369556;109744.179688;109848.335938
0;50;0.845446;110243.328125;110349.671875
0;51;0.185066;111206.093750;111353.648438
0;52;1.067125;111556.804688;111646.335938
0;53;0.656635;112761.093750;112866.000000
0;54;0.255897;113528.070313;113672.562500
0;55;2.911693;113949.250000;114049.656250
0;56;0.111218;116980.976563;117111.023438
0;57;0.170271;117238.898438;117395.656250
0;58;0.281830;117587.273438;117690.281250
0;59;0.240626;117980.851563;118104.234375
0;60;0.671617;118384.976563;118489.070313
0;61;0.218253;119181.718750;119315.468750
0;62;3.049814;119570.921875;119696.273438
0;63;0.074366;122749.835938;122831.937500
0;64;0.637652;122920.375000;123067.796875
0;65;1.196687;123749.445313;123830.851563
0;66;0.976792;125047.414063;125152.453125
0;67;1.069785;126152.757813;126256.710938
0;68;1.826403;127340.656250;127488.585938
0;69;1.438290;129339.906250;129438.593750
0;70;4.066091;130902.585938;131000.445313
0;71;0.487924;135112.812500;135166.687500
0;72;3.273600;135699.015625;135801.546875
0;73;0.187134;139090.000000;139197.593750
0;74;0.753801;139399.078125;139497.218750
0;75;0.541355;140283.578125;140386.078125
0;76;0.096974;140954.109375;141108.000000
0;77;0.059347;141244.218750;141364.187500
0;78;3.375614;141435.781250;141595.546875
0;79;0.600756;144983.093750;145136.453125
0;80;0.314941;145755.828125;145900.171875
0;81;0.477355;146257.953125;146414.000000
0;82;3.224045;146935.531250;146998.062500
0;83;3.339382;150270.843750;150414.203125
0;84;0.922202;153774.703125;153932.296875
0;85;0.441121;154867.031250;155012.296875
0;86;0.244938;155498.968750;155564.296875
0;87;1.181841;155832.296875;155932.640625
0;88;3.641483;157150.750000;157252.218750
0;89;2.160181;160911.281250;161015.531250
0;90;1.218422;163204.343750;163360.171875
0;91;0.652983;164621.093750;164727.187500
0;92;2.319507;165398.687500;165503.859375
0;93;1.074947;167830.640625;168026.828125
0;94;1.654569;169125.468750;169231.296875
0;95;0.166047;170913.375000;171053.218750
0;96;0.116803;171254.187500;171358.890625
0;97;0.011067;171515.468750;171610.046875
0;98;1.025499;171647.578125;171771.546875
0;99;0.318881;172826.812500;172907.000000
0;100;0.380888;173245.078125;173300.140625
0;101;2.527719;173717.234375;173851.656250
0;102;0.575600;176391.812500;176493.843750
0;103;2.044691;177114.218750;177235.609375
0;104;0.416680;179290.218750;179395.640625
0;105;0.079695;179843.406250;179914.203125
0;106;0.338799;180018.046875;180147.593750
0;107;2.683230;180518.031250;180674.984375
0;108;3.102624;183386.234375;183492.937500
0;109;0.626500;186596.562500;186697.250000
0;110;0.325405;187331.515625;187431.453125
0;111;0.360760;187789.484375;187894.828125
0;112;0.050525;188283.703125;188384.546875
0;113;1.960544;188491.234375;188569.265625
0;114;3.341480;190566.625000;190643.328125
0;115;0.681240;193989.140625;194092.593750
0;116;2.350922;194823.750000;194977.765625
0;117;0.981370;197377.312500;197501.593750
0;118;1.028574;198527.531250;198612.875000
0;119;0.724291;199659.875000;199732.390625
0;120;0.811862;200470.812500;200590.328125
0;121;0.950671;201414.250000;201543.656250
0;122;2.301678;202504.015625;202596.484375
