
HORA INICIO DE MEDICION:  Mon Oct 17 11:17:34 2022

HORA FIN DE MEDICION: Mon Oct 17 11:22:34 2022
 

Parametros del experimento: 
Nº Usuarios: 5; Tpo. Reflex (seg): 1.100000; IP servidor: 192.168.203.238; Transitorio (seg): 60; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;1.493910;60238.613281;60299.539063
0;1;1.124854;61814.273438;61916.511719
0;2;0.004070;63058.695313;63209.476563
0;3;0.425541;63261.289063;63408.410156
0;4;2.830004;63863.343750;63963.156250
0;5;1.079058;66805.710938;66907.929688
0;6;4.015841;68009.929688;68112.585938
0;7;0.139319;72134.398438;72253.828125
0;8;3.404890;72394.546875;72467.320313
0;9;0.999709;75901.671875;75997.382813
0;10;1.996646;77024.703125;77129.406250
0;11;0.343973;79154.093750;79258.257813
0;12;0.068348;79626.101563;79699.265625
0;13;0.397240;79803.265625;79902.601563
0;14;0.991906;80311.992188;80379.796875
0;15;0.858117;81381.984375;81536.171875
0;16;0.115050;82402.578125;82543.953125
0;17;0.166125;82680.835938;82749.906250
0;18;1.100210;82955.453125;83062.156250
0;19;0.862446;84177.921875;84267.562500
0;20;0.667791;85138.859375;85322.804688
0;21;2.184368;86051.429688;86164.289063
0;22;0.711525;88391.750000;88530.828125
0;23;1.970566;89286.937500;89444.070313
0;24;0.870046;91433.148438;91566.984375
0;25;0.602496;92445.132813;92551.703125
0;26;0.176087;93203.406250;93308.968750
0;27;0.278020;93521.843750;93623.398438
0;28;1.815507;93925.023438;94027.250000
0;29;0.567697;95874.359375;95964.171875
0;30;1.419707;96553.218750;96668.007813
0;31;0.706281;98114.171875;98225.398438
0;32;0.714735;98980.851563;99087.632813
0;33;0.038465;99840.187500;99992.507813
0;34;0.240334;100048.398438;100187.031250
0;35;0.119906;100447.679688;100585.062500
0;36;0.047892;100729.023438;100800.234375
0;37;0.285001;100869.281250;100991.320313
0;38;0.253528;101289.375000;101393.812500
0;39;0.838301;101648.570313;101799.335938
0;40;1.249340;102654.859375;102805.476563
0;41;1.101580;104088.625000;104240.171875
0;42;1.656989;105375.875000;105527.117188
0;43;0.369556;107223.835938;107279.414063
0;44;0.845446;107663.953125;107763.078125
0;45;0.185066;108622.570313;108694.445313
0;46;1.067125;108889.757813;108977.710938
0;47;0.656635;110066.406250;110167.554688
0;48;0.255897;110836.210938;110935.039063
0;49;2.911693;111242.429688;111298.820313
0;50;0.111218;114251.617188;114383.406250
0;51;0.170271;114524.062500;114580.843750
0;52;0.281830;114774.054688;114889.164063
0;53;0.240626;115212.765625;115365.789063
0;54;0.671617;115640.796875;115711.625000
0;55;0.218253;116389.101563;116496.039063
0;56;3.049814;116730.937500;116881.351563
0;57;0.074366;119934.375000;120078.976563
0;58;0.637652;120186.945313;120292.742188
0;59;1.196687;120947.562500;121053.109375
0;60;0.976792;122297.437500;122350.210938
0;61;1.069785;123338.382813;123490.054688
0;62;1.826403;124576.156250;124734.539063
0;63;1.438290;126593.390625;126749.109375
0;64;4.066091;128244.156250;128349.117188
0;65;0.487924;132457.203125;132609.500000
0;66;3.273600;133145.046875;133199.718750
0;67;0.187134;136509.140625;136651.359375
0;68;0.753801;136839.343750;136981.875000
0;69;0.541355;137757.593750;137906.562500
