"(PDH-TSV 4.0) (Hora de verano romance)(-120)"	"\\GI-AN-B3_08\Disco físico(_Total)\% de tiempo inactivo"	"\\GI-AN-B3_08\Disco físico(_Total)\Longitud promedio de cola de lectura de disco"	"\\GI-AN-B3_08\Disco físico(_Total)\Transferencias de disco/s"	"\\GI-AN-B3_08\Disco físico(_Total)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_08\Disco físico(_Total)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Total de bytes/s"	"\\GI-AN-B3_08\Memoria\Bytes disponibles"	"\\GI-AN-B3_08\Memoria\Bytes de caché"	"\\GI-AN-B3_08\Memoria\Páginas/s"	"\\GI-AN-B3_08\Memoria\Errores de página/s"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de procesador"
"09/26/2022 10:48:36.777"	" "	" "	" "	" "	" "	"1000000000"	"100000"	" "	" "	"16087552000"	"27578368"	" "	" "	" "
"09/26/2022 10:48:37.761"	"99.534179835209144"	"0.0060948622647472046"	"5.0969605542116749"	"0.0012399621197539323"	"12288"	"1000000000"	"100000"	"61.163526650540092"	"0"	"16089370624"	"25767936"	"13.252097440950354"	"95.822858419179482"	"0.40296181863376246"
"09/26/2022 10:48:38.771"	"100.13053402126462"	"0.0010890210344412803"	"4.9503376884728549"	"0.00025997756955619029"	"9011.2000000000007"	"1000000000"	"100000"	"59.404052261674259"	"0"	"16089321472"	"25784320"	"8.9106078392511385"	"1659.3531931761011"	"6.7989860224150211"
"09/26/2022 10:48:39.769"	"99.704586060027495"	"0"	"3.0080015439544536"	"0.0033000854615307623"	"5461.333333333333"	"1000000000"	"100000"	"60.160030879089071"	"0"	"16089329664"	"25767936"	"0"	"23.061345170317477"	"2.0839100721584902"
"09/26/2022 10:48:40.759"	"99.879325100843403"	"0"	"18.170548981940676"	"0.0020222081639857639"	"4181.333333333333"	"1000000000"	"100000"	"60.568496606468919"	"0"	"16089313280"	"25767936"	"0"	"42.397947624528243"	"4.1769424731832983"
"09/26/2022 10:48:41.760"	"100.18218031772793"	"0"	"1.9991854959271591"	"5.0045040536482834e-005"	"4096"	"1000000000"	"100000"	"0"	"0"	"16089305088"	"25772032"	"0"	"53.978008390033295"	"0.42325134286007593"
"09/26/2022 10:48:42.760"	"99.934327013874906"	"0"	"1.999983318458959"	"0.0025500514565673206"	"4096"	"1000000000"	"100000"	"59.999499553768771"	"0"	"16089321472"	"25767936"	"0"	"19.99983318458959"	"0.40125714573683302"
"09/26/2022 10:48:43.760"	"99.944675714998638"	"0"	"1.9997716153849117"	"0.0025500514565673206"	"6144"	"1000000000"	"100000"	"59.993148461547349"	"0"	"16088686592"	"25767936"	"0"	"2355.730962923426"	"1.5726675434427628"
"09/26/2022 10:48:44.767"	"93.173949463347441"	"0.42210524768869823"	"389.1433858996819"	"0.0014877861269766656"	"48818.483460559793"	"1000000000"	"100000"	"191229.81272742001"	"0"	"16053944320"	"33554432"	"3341.8802224209321"	"11411.902092859627"	"32.897955584717543"
"09/26/2022 10:48:45.751"	"63.972988731083881"	"1.0308000788234983"	"1519.9677315933702"	"0.0015932305408131908"	"82249.436997319033"	"1000000000"	"100000"	"107200.51237272598"	"0"	"16042541056"	"62590976"	"21427.266285927184"	"21772.620884459455"	"83.731855866763908"
"09/26/2022 10:48:46.765"	"98.301609380613058"	"0.014795546264390887"	"77.914118550823318"	"0.00080632858439846748"	"55918.177215189877"	"1000000000"	"100000"	"15227.772030692557"	"0"	"16081158144"	"26701824"	"653.88684302779563"	"683.47448298380448"	"1.7483305198780164"
"09/26/2022 10:48:47.750"	"93.592359734387671"	"0.15066211070404009"	"250.92193308065583"	"0.00120971663867355"	"69316.923076923078"	"1000000000"	"100000"	"31047.271736076938"	"0"	"16087678976"	"31043584"	"2962.3010399319533"	"4088.9100431159504"	"24.995941367955076"
"09/26/2022 10:48:48.765"	"96.64964633684103"	"0.025209954110990172"	"133.93523854536471"	"0.00062279373457227644"	"50085.647058823532"	"1000000000"	"100000"	"12199.924522793957"	"0"	"16089546752"	"28753920"	"1109.8898076516621"	"1411.2440943787326"	"11.525124427372146"
"09/26/2022 10:48:49.750"	"79.114671042872999"	"0.34894722409285145"	"902.63688260114168"	"0.0010019122918567063"	"65545.21484814398"	"1000000000"	"100000"	"127282.96918209126"	"0"	"16072310784"	"37130240"	"9967.588612480773"	"13803.541528641756"	"76.601276373206815"
"09/26/2022 10:48:50.750"	"71.887430253594303"	"1.1186822027640488"	"1117.1864246158621"	"0.002062111742034853"	"77318.814551907722"	"1000000000"	"100000"	"174176.00525603787"	"0"	"16042012672"	"63803392"	"14691.943211385707"	"20991.605792072314"	"90.625987083560105"
"09/26/2022 10:48:51.750"	"61.153603333091354"	"0.81861437293659078"	"1617.823866908393"	"0.0012376713250821867"	"75010.869240348693"	"1000000000"	"100000"	"195567.30378198106"	"0"	"16058007552"	"59129856"	"20509.896594181122"	"25337.176774894084"	"92.578896247452519"
