
HORA INICIO DE MEDICION:  Mon Oct  3 09:20:12 2022

HORA FIN DE MEDICION: Mon Oct  3 09:25:12 2022
 

Parametros del experimento: 
Nº Usuarios: 90; Tpo. Reflex (seg): 1.250000; IP servidor: 192.168.203.238; Transitorio (seg): 0; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;5.351606;12.167998;3316.306641
0;1;0.140689;8667.930664;8922.913086
0;2;0.152830;9064.057617;9187.135742
0;3;1.358400;9339.358398;9547.832031
0;4;1.749110;10906.881836;11342.041992
0;5;0.683072;13092.139648;13460.501953
0;6;1.430920;14143.713867;14214.877930
0;7;0.557971;15645.909180;16257.944336
0;8;1.450244;16815.615234;17023.474609
0;9;2.806224;18473.878906;18948.046875
0;10;0.627341;21755.267578;21961.390625
0;11;4.457879;22588.818359;22948.650391
0;12;0.219045;27406.712891;27466.609375
0;13;2.478352;27686.255859;27802.837891
0;14;0.562450;30281.632813;30719.279297
0;15;0.475340;31281.857422;32030.597656
0;16;1.936912;32506.699219;33063.644531
0;17;1.930819;35000.050781;35382.113281
0;18;2.096916;37313.281250;37540.964844
0;19;0.590828;39637.269531;39776.046875
0;20;0.154685;40367.007813;41052.808594
0;21;0.033912;41207.468750;41495.050781
0;22;0.196790;41528.617188;41602.441406
0;23;0.028670;41798.910156;41843.984375
0;24;2.286851;41872.214844;42018.515625
0;25;0.129934;44305.109375;44459.332031
0;26;0.950165;44588.718750;44713.585938
0;27;0.099164;45664.199219;46054.480469
0;28;4.522990;46154.292969;46723.296875
0;29;0.009881;51246.128906;51463.875000
0;30;0.436013;51473.546875;51669.324219
0;31;0.079496;52105.816406;52355.074219
0;32;4.979648;52434.691406;52700.847656
0;33;1.744943;57680.839844;57823.160156
0;34;1.820849;59568.175781;59923.359375
0;35;0.829412;61743.925781;62225.550781
0;36;0.467275;63055.625000;63456.554688
0;37;1.115193;63924.648438;64101.195313
0;38;2.577782;65217.441406;65808.960938
0;39;5.446153;68386.375000;68858.000000
0;40;0.469217;74304.773438;74806.070313
0;41;0.223143;75275.492188;75413.765625
0;42;0.166397;75637.515625;75747.867188
0;43;0.299924;75914.421875;76214.101563
0;44;0.096070;76513.828125;76737.335938
0;45;0.398883;76833.679688;77038.406250
0;46;1.697625;77437.203125;77565.875000
0;47;1.278243;79263.203125;79703.242188
0;48;0.004624;80982.000000;81472.703125
0;49;0.483569;81477.796875;81802.234375
0;50;3.215914;82285.742188;82396.718750
0;51;1.226202;85612.070313;85834.531250
0;52;4.563456;87060.828125;87213.281250
0;53;0.158317;91777.312500;91859.039063
0;54;3.869194;92017.343750;92440.421875
0;55;1.136033;96309.687500;96541.132813
0;56;2.268916;97677.375000;97849.414063
0;57;0.390878;100118.109375;100619.882813
0;58;0.077668;101010.117188;101819.492188
0;59;0.451409;101897.414063;102217.617188
0;60;1.127166;102669.671875;102910.882813
0;61;0.975132;104038.757813;104446.773438
0;62;0.130739;105422.328125;105786.203125
0;63;0.188778;105916.601563;106164.164063
0;64;1.250239;106352.671875;106689.968750
0;65;0.980052;107940.695313;108202.164063
0;66;0.758853;109182.523438;109568.976563
0;67;2.482236;110327.367188;110457.656250
0;68;0.808551;112940.671875;113267.500000
0;69;2.239280;114076.554688;114168.296875
0;70;0.988688;116408.070313;116508.304688
0;71;0.684654;117496.773438;117696.476563
0;72;0.200098;118380.851563;118844.710938
0;73;0.315932;119045.640625;119195.953125
0;74;2.063076;119511.226563;119660.593750
0;75;0.645111;121724.484375;121811.085938
0;76;1.613304;122456.617188;122599.960938
0;77;0.802592;124213.992188;124885.007813
0;78;0.812199;125688.070313;125794.726563
0;79;0.043710;126607.101563;126855.992188
0;80;0.273106;126899.140625;127035.382813
0;81;0.136257;127309.109375;127468.406250
0;82;0.054423;127605.109375;127991.765625
0;83;0.323865;128046.078125;128471.445313
0;84;0.288099;128795.359375;128895.601563
0;85;0.952615;129184.507813;129453.140625
0;86;1.419704;130405.492188;131212.953125
0;87;1.251796;132632.812500;132855.093750
0;88;1.882942;134106.828125;134347.390625
0;89;0.419950;136230.171875;136336.421875
0;90;0.960734;136756.515625;136944.484375
0;91;0.210303;137904.890625;138081.281250
0;92;1.212642;138292.187500;138441.125000
0;93;0.746177;139653.953125;139767.703125
0;94;0.290792;140514.187500;140907.265625
0;95;3.308742;141197.843750;141249.640625
0;96;0.126384;144558.015625;144696.609375
0;97;0.193490;144823.093750;144935.562500
0;98;0.320262;145129.609375;145530.687500
0;99;0.273439;145851.312500;146657.906250
0;100;0.763201;146931.296875;147088.625000
0;101;0.248014;147852.187500;147899.921875
0;102;3.465698;148148.609375;148271.562500
0;103;0.084507;151737.062500;152286.984375
0;104;0.724604;152371.187500;152603.781250
0;105;1.359871;153327.984375;153378.937500
0;106;1.109990;154738.187500;154927.875000
0;107;1.215665;156037.140625;156107.375000
0;108;2.075458;157322.625000;157642.640625
0;109;1.634421;159718.359375;159862.937500
0;110;4.620557;161497.890625;161621.562500
0;111;0.554459;166242.593750;166408.671875
0;112;3.720000;166963.500000;167147.953125
0;113;0.212652;170867.484375;171134.296875
0;114;0.856592;171347.593750;171394.953125
0;115;0.615176;172251.500000;172381.468750
0;116;0.110197;172997.031250;173491.218750
0;117;0.067440;173601.906250;173907.906250
0;118;3.835925;173975.906250;174069.437500
0;119;0.682677;177905.031250;177990.625000
0;120;0.357887;178673.187500;179046.531250
0;121;0.542449;179404.140625;179506.203125
0;122;3.663687;180048.500000;180147.281250
0;123;3.794752;183811.328125;184389.203125
0;124;1.047957;188184.187500;188661.281250
0;125;0.501274;189708.625000;189988.625000
0;126;0.278338;190489.921875;190583.453125
0;127;1.343002;190862.578125;191027.656250
0;128;4.138049;192371.093750;192450.734375
0;129;2.454751;196589.750000;196681.062500
0;130;1.384570;199135.781250;199248.953125
