
HORA INICIO DE MEDICION:  Mon Oct  3 09:25:33 2022

HORA FIN DE MEDICION: Mon Oct  3 09:30:33 2022
 

Parametros del experimento: 
Nº Usuarios: 90; Tpo. Reflex (seg): 1.250000; IP servidor: 192.168.203.238; Transitorio (seg): 0; Medicion (seg): 300 
N. usu.; N. pet.; Tpo Reflex(Seg); Tpo. Ini.(mseg); Tpo. Fin(mseg)
0;0;5.351606;5.350326;984.926147
0;1;0.140689;6336.858398;6709.828125
0;2;0.152830;6850.789063;7050.062988
0;3;1.358400;7203.031250;7484.828613
0;4;1.749110;8843.545898;8934.145508
0;5;0.683072;10684.244141;10786.932617
0;6;1.430920;11470.883789;11522.841797
0;7;0.557971;12953.963867;13285.868164
0;8;1.450244;13843.270508;14215.078125
0;9;2.806224;15666.035156;15879.576172
0;10;0.627341;18685.812500;18935.548828
0;11;4.457879;19562.783203;19675.103516
0;12;0.219045;24132.367188;24681.191406
0;13;2.478352;24900.757813;25164.464844
0;14;0.562450;27643.523438;28082.058594
0;15;0.475340;28644.277344;29134.972656
0;16;1.936912;29610.244141;29670.716797
0;17;1.930819;31607.605469;31897.152344
0;18;2.096916;33827.562500;34013.503906
0;19;0.590828;36110.492188;36302.203125
0;20;0.154685;36892.937500;37080.089844
0;21;0.033912;37234.355469;37352.718750
0;22;0.196790;37386.851563;37453.714844
0;23;0.028670;37649.921875;37839.910156
0;24;2.286851;37868.843750;37996.589844
0;25;0.129934;40283.617188;40704.171875
0;26;0.950165;40833.929688;40959.140625
0;27;0.099164;41909.484375;42369.230469
0;28;4.522990;42469.257813;42646.773438
0;29;0.009881;47168.984375;47678.996094
0;30;0.436013;47688.578125;47922.492188
0;31;0.079496;48359.496094;48661.542969
0;32;4.979648;48740.808594;48988.019531
0;33;1.744943;53967.292969;54077.105469
0;34;1.820849;55821.738281;55930.089844
0;35;0.829412;57750.960938;58293.007813
0;36;0.467275;59122.660156;59483.519531
0;37;1.115193;59950.917969;60070.835938
0;38;2.577782;61186.390625;61249.562500
0;39;5.446153;63826.929688;64074.890625
0;40;0.469217;69521.367188;69636.539063
0;41;0.223143;70106.546875;70190.023438
0;42;0.166397;70413.945313;70639.820313
0;43;0.299924;70806.132813;71155.078125
0;44;0.096070;71454.492188;71763.382813
0;45;0.398883;71859.882813;71976.664063
0;46;1.697625;72375.015625;72811.101563
0;47;1.278243;74508.609375;74667.257813
0;48;0.004624;75945.890625;76238.484375
0;49;0.483569;76243.773438;76646.132813
0;50;3.215914;77130.023438;77303.328125
0;51;1.226202;80519.281250;80579.460938
0;52;4.563456;81806.039063;82162.781250
0;53;0.158317;86726.375000;86955.976563
0;54;3.869194;87114.296875;87518.625000
0;55;1.136033;91388.554688;91494.468750
0;56;2.268916;92630.835938;92986.093750
0;57;0.390878;95254.882813;95713.875000
0;58;0.077668;96104.984375;96472.156250
0;59;0.451409;96549.554688;96747.789063
0;60;1.127166;97199.054688;97300.703125
0;61;0.975132;98428.828125;98800.453125
0;62;0.130739;99775.804688;99884.828125
0;63;0.188778;100015.148438;100122.023438
0;64;1.250239;100310.492188;100490.445313
0;65;0.980052;101740.984375;101834.335938
0;66;0.758853;102814.968750;103074.328125
0;67;2.482236;103833.132813;104187.312500
0;68;0.808551;106670.382813;106941.242188
0;69;2.239280;107750.250000;108150.453125
0;70;0.988688;110390.406250;110484.367188
0;71;0.684654;111472.671875;111756.437500
0;72;0.200098;112440.828125;112754.132813
0;73;0.315932;112954.921875;112989.195313
0;74;2.063076;113304.843750;113425.515625
0;75;0.645111;115489.562500;115634.500000
0;76;1.613304;116280.140625;116563.734375
0;77;0.802592;118177.109375;118317.773438
0;78;0.812199;119119.976563;119584.601563
0;79;0.043710;120397.648438;120583.343750
0;80;0.273106;120626.523438;120706.804688
0;81;0.136257;120980.523438;121075.656250
0;82;0.054423;121212.507813;121282.703125
0;83;0.323865;121337.101563;121478.312500
0;84;0.288099;121802.289063;121951.398438
0;85;0.952615;122240.539063;122315.945313
0;86;1.419704;123268.203125;123719.101563
0;87;1.251796;125138.476563;125799.781250
0;88;1.882942;127051.273438;127469.234375
0;89;0.419950;129352.117188;129477.492188
0;90;0.960734;129897.453125;130360.875000
0;91;0.210303;131321.828125;131407.406250
0;92;1.212642;131618.437500;131828.468750
0;93;0.746177;133040.984375;133089.859375
0;94;0.290792;133836.390625;134164.234375
0;95;3.308742;134454.750000;134928.218750
0;96;0.126384;138236.750000;138499.218750
0;97;0.193490;138625.765625;138725.265625
0;98;0.320262;138919.343750;138965.531250
0;99;0.273439;139286.359375;139674.812500
0;100;0.763201;139948.125000;140326.546875
0;101;0.248014;141090.000000;141468.484375
0;102;3.465698;141716.953125;142175.500000
0;103;0.084507;145641.171875;145856.343750
0;104;0.724604;145941.187500;146421.453125
0;105;1.359871;147146.500000;147209.828125
0;106;1.109990;148569.109375;148698.281250
0;107;1.215665;149808.312500;150020.000000
0;108;2.075458;151235.656250;151838.484375
0;109;1.634421;153913.859375;154384.250000
0;110;4.620557;156019.000000;156315.937500
0;111;0.554459;160936.437500;161220.093750
0;112;3.720000;161774.328125;162109.546875
0;113;0.212652;165829.328125;166312.296875
0;114;0.856592;166524.640625;166851.609375
0;115;0.615176;167708.593750;167814.578125
0;116;0.110197;168430.218750;168472.234375
0;117;0.067440;168582.703125;168845.109375
0;118;3.835925;168912.656250;169014.984375
0;119;0.682677;172850.703125;172931.859375
0;120;0.357887;173614.953125;173776.312500
0;121;0.542449;174134.343750;174234.453125
0;122;3.663687;174777.671875;174910.437500
0;123;3.794752;178574.562500;178701.765625
0;124;1.047957;182496.125000;183255.078125
0;125;0.501274;184303.078125;184630.250000
0;126;0.278338;185132.406250;185464.531250
0;127;1.343002;185743.140625;186086.625000
0;128;4.138049;187430.031250;188019.531250
0;129;2.454751;192158.640625;192211.562500
0;130;1.384570;194665.906250;194875.750000
