 (PDH-CSV 4.0) (Hora de verano romance)(-120) ; \\DESKTOP-OC6VVU5\Disco físico(_Total)\% de tiempo de disco ; \\DESKTOP-OC6VVU5\Disco físico(_Total)\Longitud promedio de la cola de disco ; \\DESKTOP-OC6VVU5\Disco físico(_Total)\Promedio de bytes de disco/transferencia ; \\DESKTOP-OC6VVU5\Disco físico(_Total)\Promedio de segundos de disco/transferencia ; \\DESKTOP-OC6VVU5\Disco físico(_Total)\Transferencias de disco/s ; \\DESKTOP-OC6VVU5\Interfaz de red(Intel[R] Ethernet Connection [7] I219-V)\Ancho de banda actual ; \\DESKTOP-OC6VVU5\Interfaz de red(Intel[R] Ethernet Connection [7] I219-V)\Total de bytes/s ; \\DESKTOP-OC6VVU5\Memoria\Bytes de caché ; \\DESKTOP-OC6VVU5\Memoria\Bytes disponibles ; \\DESKTOP-OC6VVU5\Memoria\Entrada de páginas/s ; \\DESKTOP-OC6VVU5\Memoria\Páginas/s ; \\DESKTOP-OC6VVU5\Procesador(_Total)\% de tiempo de procesador ; \\DESKTOP-OC6VVU5\Sistema\Cambios de contexto/s ; \\DESKTOP-OC6VVU5\Sistema\Llamadas al sistema/s 
 09/19/2022 22:44:49,815 ;5,632096197;0,28146273;7985,251974;0,000100219;2809,321583;1000000000;0;670609408;26340769792;116,971035;116,971035;61,93505665;200404,6593;304051,08
 09/19/2022 22:44:50,838 ;4,961222381;0,248060728;7755,845424;8,60E-05;2883,674901;1000000000;445,7477134;659877888;26351915008;143,6949866;143,6949866;58,50642801;197356,7552;298606,0022
 09/19/2022 22:44:51,814 ;4,11565025;0,205782513;7916,867663;7,33E-05;2809,138641;1000000000;718,9264769;645414912;26370404352;158,7373275;158,7373275;59,99741526;195239,7441;295223,7782
 09/19/2022 22:44:52,822 ;5,060343879;0,253017591;8773,749755;8,33E-05;3038,330108;1000000000;394,0598016;678318080;26334400512;104,2223657;104,2223657;60,19440979;195043,7203;296678,3935
 09/19/2022 22:44:53,815 ;20,04069853;1,002034826;8628,110268;0,000397731;2519,285924;1000000000;587,799832;664621056;26351468544;172,112622;172,112622;57,79861365;169597,3621;261788,3307
 09/19/2022 22:44:54,837 ;4,06310845;0,203155227;7966,154491;7,25E-05;2800,709957;1000000000;167,3965056;652832768;26359693312;98,87162029;98,87162029;55,3862281;199697,1787;300945,6336
 09/19/2022 22:44:55,813 ;4,652007525;0,232600581;7929,427027;7,67E-05;3031,162294;1000000000;0;639709184;26376003584;141,3177015;141,3177015;56,53059239;196997,9;302669,7474
 09/19/2022 22:44:56,821 ;3,200212884;0,160010743;7947,10649;5,78E-05;2768,130785;1000000000;113,1469737;672063488;26339282944;109,1769044;109,1769044;60,71128039;198218,6101;300571,958
 09/19/2022 22:44:57,828 ;4,528366796;0,226417943;8019,390378;8,38E-05;2702,954887;1000000000;106,2123294;658411520;26358083584;60,55095412;60,55095412;55,54177116;197849,7463;312820,1259
 09/19/2022 22:44:58,835 ;17,39319992;0,869660095;8943,379256;0,000346667;2508,420488;1000000000;0;646598656;26364121088;239,3227781;239,3227781;51,63691697;168550,7625;261013,7633
 09/19/2022 22:44:59,812 ;2,929881032;0,146493949;7873,906383;5,53E-05;2647,029429;1000000000;116,7355338;675663872;26340577280;106,4955747;106,4955747;54,1304233;191165,7006;288601,9834
 09/19/2022 22:45:00,819 ;4,916208437;0,24581072;7744,82595;8,64E-05;2846,0587;1000000000;339,5019447;666247168;26344783872;99,26957447;99,26957447;63,03762779;199273,7438;304835,0239
 09/19/2022 22:45:01,811 ;5,462609235;0,273130462;7809,360302;9,29E-05;2940,615198;1000000000;307,4691928;655093760;26360819712;159,2791229;159,2791229;57,99733125;196257,0817;301977,0874
 09/19/2022 22:45:02,819 ;4,014911113;0,200745655;7775,301213;7,01E-05;2862,393105;1000000000;14383,40133;639541248;26378076160;147,8324342;147,8324342;67,70625672;191985,716;308964,8267
 09/19/2022 22:45:03,826 ;3,226124805;0,16133821;7927,940573;5,75E-05;2806,480418;1000000000;12345,73416;673935360;26340139008;105,2306064;105,2306064;59,39875406;198932,505;305560,8915
 09/19/2022 22:45:04,834 ;14,98618386;0,74916;8618,704779;0,000337105;2222,800232;1000000000;169,7627689;655024128;26365952000;179,6904162;179,6904162;58,12655087;164702,6471;252786,6906
 09/19/2022 22:45:05,810 ;3,348868065;0,167443608;7810,316519;6,30E-05;2659,224797;1000000000;226,2952176;646930432;26371895296;99,32414527;99,32414527;55,99718833;192293,5932;292472,7452
 09/19/2022 22:45:06,818 ;4,022829513;0,201241327;7905,338577;7,25E-05;2774,069541;1000000000;1218,924371;635613184;26384080896;150,7538685;150,7538685;62,53934763;194447,6954;293674,4867
 09/19/2022 22:45:07,825 ;3,07389552;0,153618455;7807,294895;5,68E-05;2704,973515;1000000000;63,57631472;665628672;26357571584;106,2916512;106,2916512;56,03680247;194594,1854;311979,9035
 09/19/2022 22:45:08,833 ;4,108603151;0,205430257;7783,045293;8,15E-05;2519,91492;1000000000;113,1430882;652611584;26366234624;71,45879254;71,45879254;56,31733107;193349,6279;287760,5876
 09/19/2022 22:45:09,825 ;13,29846776;0,664922985;8459,447566;0,000261153;2546,149591;1000000000;0;636997632;26384703488;307,3112882;307,3112882;54,34498696;184056,2873;281655,3297
 09/19/2022 22:45:10,832 ;4,92566346;0,246283372;7927,643917;9,20E-05;2677,340011;1000000000;7434,186692;628269056;26396229632;148,9617959;148,9617959;57,58860911;174091,6508;274299,244
 09/19/2022 22:45:11,834 ;4,663947475;0,233197374;8059,18797;0,000439105;531,1049819;1000000000;512,1369468;633061376;26389057536;132,7762455;132,7762455;15,77186859;29639,05227;89616,97747
 09/19/2022 22:45:12,820 ;0,066625184;0,003331056;11153,2973;8,88E-05;37,526276;1000000000;939,1711237;622874624;26399653888;0;0;9,141322169;7548,866818;74552,53973
 09/19/2022 22:45:13,822 ;0,073354662;0,003668202;6826,666667;0,000136189;26,9321955;1000000000;726,1717899;622297088;26400374784;0;0;9,594306132;10742,95354;58668,2967
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;49,62495741;;
